filename,transcript_perekaman,transcript_training
novita_f_20201030_13338_dongeng_yogyakarta,Kali ini ia tidak mau kehilangan satu-satunya ikan yang terkena pancingnya.,kali ini ia tidak mau kehilangan satu satunya ikan yang terkena pancingnya 
novita_f_20201030_13339_dongeng_yogyakarta,Ia terus mengulur tali pancingnya hingga tak terasa tali pancing itu habis terulur.,ia terus mengulur tali pancingnya hingga tak terasa tali pancing itu habis terulur 
novita_f_20201030_13340_dongeng_yogyakarta,Untung pada saat itu rembulan malam memancarkan cahayanya sehingga ia masih dapat melihat arah tarikan ikan itu.,untung pada saat itu rembulan malam memancarkan cahayanya sehingga ia masih dapat melihat arah tarikan ikan itu 
novita_f_20201030_13341_dongeng_yogyakarta,"Begitu tarikan itu mulai lemah, nelayan itu dengan cepat menyentakkan pancingnya ke atas.",begitu tarikan itu mulai lemah nelayan itu dengan cepat menyentakkan pancingnya ke atas 
novita_f_20201030_13342_dongeng_yogyakarta,"Dengan perasaan kecewa, nelayan itu melemparkan kembali ujung tali pancingnya ke dalam air.",dengan perasaan kecewa nelayan itu melemparkan kembali ujung tali pancingnya ke dalam air 
novita_f_20201030_13343_dongeng_yogyakarta,Ia pun menggulung tali pancingnya untuk bergegas kembali ke rumah walaupun dengan tangan hampa.,ia pun menggulung tali pancingnya untuk bergegas kembali ke rumah walaupun dengan tangan hampa 
novita_f_20201030_13344_dongeng_yogyakarta,Alangkah terkejutnya ia setelah menggulung tali pancingnya sampai ke ujung.,alangkah terkejutnya ia setelah menggulung tali pancingnya sampai ke ujung 
novita_f_20201030_13345_dongeng_yogyakarta,apakah aku tidak salah ,apakah aku tidak salah 
novita_f_20201030_13346_dongeng_yogyakarta,Bukankah ini kawat emas? gumamnya dengan terkejut.Mulanya nelayan itu tidak percaya dengan apa yang dilihatnya.,bukankah ini kawat emas gumamnya dengan terkejut mulanya nelayan itu tidak percaya dengan apa yang dilihatnya 
novita_f_20201030_13347_dongeng_yogyakarta,"Namun, setelah diamati secara seksama, ternyata dugaannya benar bahwa tali kawat itu terbuat dari emas.",namun setelah diamati secara seksama ternyata dugaannya benar bahwa tali kawat itu terbuat dari emas 
novita_f_20201030_13348_dongeng_yogyakarta,"Meskipun ia sudah mendapat beberapa meter, ia tetap terus menarik kawat emas itu.",meskipun ia sudah mendapat beberapa meter ia tetap terus menarik kawat emas itu 
novita_f_20201030_13349_dongeng_yogyakarta,"Sementara itu, kawat emas yang ditariknya itu seperti tidak ada habisnya.",sementara itu kawat emas yang ditariknya itu seperti tidak ada habisnya 
novita_f_20201030_13350_dongeng_yogyakarta,"Semakin dia tarik, kawat emas itu tetap saja ada sambungannya.",semakin dia tarik kawat emas itu tetap saja ada sambungannya 
novita_f_20201030_13351_dongeng_yogyakarta,Ia terus menerus menarik kawat emas itu hingga perahunya penuh dengan gulungan kawat emas.,ia terus menerus menarik kawat emas itu hingga perahunya penuh dengan gulungan kawat emas 
novita_f_20201030_13352_dongeng_yogyakarta,Ia tetap asyik menarik kawat emas itu naik ke perahunya.,ia tetap asyik menarik kawat emas itu naik ke perahunya 
novita_f_20201030_13353_dongeng_yogyakarta,"Beberapa saat kemudian, suara misterius kembali menegurnya.Hentikan...! ",beberapa saat kemudian suara misterius kembali menegurnya hentikan 
novita_f_20201030_13354_dongeng_yogyakarta,"Kamu akan celaka, ujar suara itu.",kamu akan celaka ujar suara itu 
novita_f_20201030_13355_dongeng_yogyakarta,"Berkali-kali suara itu menasehatinya, namun nelayan yang serakah itu masih saja tidak menghiraukannya.",berkali kali suara itu menasehatinya namun nelayan yang serakah itu masih saja tidak menghiraukannya 
novita_f_20201030_13356_dongeng_yogyakarta,Pada saat itulah ia baru menyadari keserakahannya.,pada saat itulah ia baru menyadari keserakahannya 
novita_f_20201030_13357_dongeng_yogyakarta,Ia pun berhenti menarik kawat emas itu dan berusaha untuk menyelamatkan diri.,ia pun berhenti menarik kawat emas itu dan berusaha untuk menyelamatkan diri 
novita_f_20201030_13358_dongeng_yogyakarta,"Namun, usaha itu sudah terlambat.",namun usaha itu sudah terlambat 
novita_f_20201030_13359_dongeng_yogyakarta,Air sudah masuk ke dalam perahunya hingga penuh.,air sudah masuk ke dalam perahunya hingga penuh 
novita_f_20201030_13360_dongeng_yogyakarta,"Akhirnya, ia pun tenggelam ke dasar sungai bersama perahu dan kawat emasnya.",akhirnya ia pun tenggelam ke dasar sungai bersama perahu dan kawat emasnya 
novita_f_20201030_13361_dongeng_yogyakarta,Nelayan yang serakah itu pun menemui ajalnya.,nelayan yang serakah itu pun menemui ajalnya 
novita_f_20201030_13362_dongeng_yogyakarta,"Sejak peristiwa itu, masyarakat setempat menyebut sungai tempat tenggelamnya nelayan itu dengan nama Sungai Kawat.",sejak peristiwa itu masyarakat setempat menyebut sungai tempat tenggelamnya nelayan itu dengan nama sungai kawat 
novita_f_20201030_13363_dongeng_yogyakarta,"Demikian cerita Asal Mula Sungai Kawat dari daerah Kota Sintang, Kalimantan Barat.",demikian cerita asal mula sungai kawat dari daerah kota sintang kalimantan barat 
novita_f_20201030_13364_dongeng_yogyakarta,Cerita di atas termasuk kategori cerita legenda yang di dalamnya terkandung pesan-pesan moral.,cerita di atas termasuk kategori cerita legenda yang di dalamnya terkandung pesan pesan moral 
novita_f_20201030_13365_dongeng_yogyakarta,Salah satu pesan moral yang dipetik dari cerita di atas adalah akibat buruk dari sifat serakah.,salah satu pesan moral yang dipetik dari cerita di atas adalah akibat buruk dari sifat serakah 
novita_f_20201030_13366_dongeng_yogyakarta,Berhasilkah Tanduk Alam menyelamatkan putri Raja Banggai itu? ,berhasilkah tanduk alam menyelamatkan putri raja banggai itu 
novita_f_20201030_13367_dongeng_yogyakarta,Ikuti kisahnya dalam cerita Legenda Tanduk Alam berikut ini! ,ikuti kisahnya dalam cerita legenda tanduk alam berikut ini 
novita_f_20201030_13368_dongeng_yogyakarta,"Suatu ketika, ia mengembara ke Negeri Banggai untuk berdagang dan menyebarkan agama Islam.",suatu ketika ia mengembara ke negeri banggai untuk berdagang dan menyebarkan agama islam 
novita_f_20201030_13369_dongeng_yogyakarta,"Makin lama, Tanduk Alam pun tidak hanya dikenal di kalangan penduduk, tetapi juga di kalangan istana Negeri Banggai.",makin lama tanduk alam pun tidak hanya dikenal di kalangan penduduk tetapi juga di kalangan istana negeri banggai 
novita_f_20201030_13370_dongeng_yogyakarta,Negeri tersebut dipimpin oleh Raja Adi Cokro dan dibantu oleh empat orang basalo atau pembantu raja.,negeri tersebut dipimpin oleh raja adi cokro dan dibantu oleh empat orang basalo atau pembantu raja 
novita_f_20201030_13371_dongeng_yogyakarta,"Pada suatu hari, kalangan istana dan seluruh rakyat Negeri Banggai gempar, karena putri Raja Adi Cokro tiba-tiba hilang.",pada suatu hari kalangan istana dan seluruh rakyat negeri banggai gempar karena putri raja adi cokro tiba tiba hilang 
novita_f_20201030_13372_dongeng_yogyakarta,Sang Raja pun segera memerintahkan kepada seluruh bala tentara dan rakyat untuk mencari putrinya.,sang raja pun segera memerintahkan kepada seluruh bala tentara dan rakyat untuk mencari putrinya 
novita_f_20201030_13373_dongeng_yogyakarta,"Namun, setelah mencari ke seluruh penjuru Negeri Banggai, mereka tidak menemukan sang Putri.",namun setelah mencari ke seluruh penjuru negeri banggai mereka tidak menemukan sang putri 
novita_f_20201030_13374_dongeng_yogyakarta,"Mendengar kabar itu, Raja Adi Cokro segera memanggil keempat basalonya untuk mengadakan perundingan.",mendengar kabar itu raja adi cokro segera memanggil keempat basalonya untuk mengadakan perundingan 
novita_f_20201030_13375_dongeng_yogyakarta,Tentu kalian sudah mendengar berita tentang keberadaan putriku.,tentu kalian sudah mendengar berita tentang keberadaan putriku 
novita_f_20201030_13376_dongeng_yogyakarta,"Sesampainya di sana, mereka segera menyerang orang-orang Tobelo.",sesampainya di sana mereka segera menyerang orang orang tobelo 
novita_f_20201030_13377_dongeng_yogyakarta,"Namun mereka gagal membebaskan, karena jumlah pasukan orang-orang Tobelo yang ada di Pulau Sagu jauh lebih besar.",namun mereka gagal membebaskan karena jumlah pasukan orang orang tobelo yang ada di pulau sagu jauh lebih besar 
novita_f_20201030_13378_dongeng_yogyakarta,Kami gagal membawa pulang Tuan Putri.,kami gagal membawa pulang tuan putri 
novita_f_20201030_13379_dongeng_yogyakarta,Jumlah pasukan musuh di Pulau Sagu terlalu banyak.,jumlah pasukan musuh di pulau sagu terlalu banyak 
novita_f_20201030_13380_dongeng_yogyakarta,"Kami tidak mampu melawan mereka, lapor seorang basalo.Mendengar laporan itu, Raja Adi Cokro hanya terdiam.",kami tidak mampu melawan mereka lapor seorang basalo mendengar laporan itu raja adi cokro hanya terdiam 
novita_f_20201030_13381_dongeng_yogyakarta,Ia sangat mencemaskan nasib putrinya yang ditawan di Pulau Sagu.,ia sangat mencemaskan nasib putrinya yang ditawan di pulau sagu 
novita_f_20201030_13382_dongeng_yogyakarta,Suasana di ruang itu pun menjadi hening.,suasana di ruang itu pun menjadi hening 
novita_f_20201030_13383_dongeng_yogyakarta,"Di tengah keheningan tersebut, salah seorang basalo dari Tano Bonunungan angkat bicara.Ampun, Baginda! ",di tengah keheningan tersebut salah seorang basalo dari tano bonunungan angkat bicara ampun baginda 
novita_f_20201030_13384_dongeng_yogyakarta,"Hamba punya usul, bagaimana kalau permasalahan ini kita bicarakan dengan Tanduk Alam.",hamba punya usul bagaimana kalau permasalahan ini kita bicarakan dengan tanduk alam 
novita_f_20201030_13385_dongeng_yogyakarta,"Kalau begitu, panggil Tanduk Alam untuk segera menghadap kepadaku! perintah sang Raja.Baik, Baginda! ",kalau begitu panggil tanduk alam untuk segera menghadap kepadaku perintah sang raja baik baginda 
novita_f_20201030_13386_dongeng_yogyakarta,"Beberapa lama kemudian, Tanduk Alam pun datang menghadap Raja dengan mengenakan pakaian kebesarannya.",beberapa lama kemudian tanduk alam pun datang menghadap raja dengan mengenakan pakaian kebesarannya 
novita_f_20201030_13387_dongeng_yogyakarta,"Ada apa gerangan Baginda memanggil hamba menghadap? tanya Tanduk Alam.Wahai, Tanduk Alam! ",ada apa gerangan baginda memanggil hamba menghadap tanya tanduk alam wahai tanduk alam 
novita_f_20201030_13388_dongeng_yogyakarta,Hamba hanya mendengar kabar tersebut.,hamba hanya mendengar kabar tersebut 
novita_f_20201030_13389_dongeng_yogyakarta,"Tapi benarkah putri Baginda disembunyikan di Pulau Sagu? Tanduk Alam kembali bertanya.Benar, Tanduk Alam! ",tapi benarkah putri baginda disembunyikan di pulau sagu tanduk alam kembali bertanya benar tanduk alam 
novita_f_20201030_13390_dongeng_yogyakarta,"Aku telah memerintahkan para pasukanku ke Pulau Sagu, namun mereka gagal membawa pulang putriku.",aku telah memerintahkan para pasukanku ke pulau sagu namun mereka gagal membawa pulang putriku 
novita_f_20201030_13391_dongeng_yogyakarta,"Bersediakah kamu membantu prajuritku pergi ke pulau itu untuk membebaskan putriku? pinta Raja Adi Cokro.Baik, Baginda! ",bersediakah kamu membantu prajuritku pergi ke pulau itu untuk membebaskan putriku pinta raja adi cokro baik baginda 
novita_f_20201030_13392_dongeng_yogyakarta,"Tapi hamba mempunyai satu permintaan, jawab Tanduk Alam.",tapi hamba mempunyai satu permintaan jawab tanduk alam 
novita_f_20201030_13393_dongeng_yogyakarta,"Dalam perjalanan menuju Pulau Sagu, mereka pun mengatur siasat.Wahai, Basalo! ",dalam perjalanan menuju pulau sagu mereka pun mengatur siasat wahai basalo 
novita_f_20201030_13394_dongeng_yogyakarta,"Sesampainya di Pulau Sagu, kita segera mencari tempat disembunyikannya sang Putri.",sesampainya di pulau sagu kita segera mencari tempat disembunyikannya sang putri 
novita_f_20201030_13395_dongeng_yogyakarta,"Kalian harus tetap tenang, ujar Tanduk Alam.Tapi, bagaimana caranya masuk ke tempat itu, Tuan? ",kalian harus tetap tenang ujar tanduk alam tapi bagaimana caranya masuk ke tempat itu tuan 
novita_f_20201030_13396_dongeng_yogyakarta,Palau Sagu telah dikuasai oleh orang-orang Tobelo.,palau sagu telah dikuasai oleh orang orang tobelo 
novita_f_20201030_13397_dongeng_yogyakarta,Tanduk Alam pun segera naik ke pulau itu.,tanduk alam pun segera naik ke pulau itu 
novita_f_20201030_13398_dongeng_yogyakarta,"Saat menginjakkan kaki di Pulau Sagu, Tanduk Alam segera duduk bersila sambil berdoa kepada Tuhan Yang Mahakuasa.",saat menginjakkan kaki di pulau sagu tanduk alam segera duduk bersila sambil berdoa kepada tuhan yang mahakuasa 
novita_f_20201030_13399_dongeng_yogyakarta,"Beberapa saat kemudian, tiba-tiba ia menghilang.",beberapa saat kemudian tiba tiba ia menghilang 
novita_f_20201030_13400_dongeng_yogyakarta,Betapa terkejutnya keempat basalo tersebut menyaksikan peristiwa itu dari atas perahu layar.,betapa terkejutnya keempat basalo tersebut menyaksikan peristiwa itu dari atas perahu layar 
novita_f_20201030_13401_dongeng_yogyakarta,Mereka takjub melihat kesaktian yang dimiliki oleh Tanduk Alam.,mereka takjub melihat kesaktian yang dimiliki oleh tanduk alam 
novita_f_20201030_13402_dongeng_yogyakarta,"Sesampainya di tempat itu, ia melihat sang Putri dikurung di dalam sebuah ruangan.",sesampainya di tempat itu ia melihat sang putri dikurung di dalam sebuah ruangan 
novita_f_20201030_13403_dongeng_yogyakarta,Sementara orang-orang Tobelo yang bertugas menjaga ruangan itu sedang tertidur lelap.,sementara orang orang tobelo yang bertugas menjaga ruangan itu sedang tertidur lelap 
novita_f_20201030_13404_dongeng_yogyakarta,"Alangkah terkejutnya sang Putri saat ia terbangun dan melihat seorang pemuda berjubah di dekatnya.Tenang, Tuan Putri! ",alangkah terkejutnya sang putri saat ia terbangun dan melihat seorang pemuda berjubah di dekatnya tenang tuan putri 
novita_f_20201030_13405_dongeng_yogyakarta,Aku kemari bersama keempat basalo Ayahandamu.,aku kemari bersama keempat basalo ayahandamu 
novita_f_20201030_13406_dongeng_yogyakarta,"Mereka sedang menunggu di perahu, jawab Tanduk Alam.Ayo, Tuan Putri! ",mereka sedang menunggu di perahu jawab tanduk alam ayo tuan putri 
novita_f_20201030_13407_dongeng_yogyakarta,"Kita pergi dari tempat ini, ajak Tanduk Alam.Bagaimana caranya, Tuan? ",kita pergi dari tempat ini ajak tanduk alam bagaimana caranya tuan 
novita_f_20201030_13408_dongeng_yogyakarta,"Bukankah tempat ini dijaga oleh orang-orang Tobelo? tanya sang Putri bingung.Duduklah dan pejamkan matamu, Tuan Putri! ",bukankah tempat ini dijaga oleh orang orang tobelo tanya sang putri bingung duduklah dan pejamkan matamu tuan putri 
novita_f_20201030_13409_dongeng_yogyakarta,"Saat sang Putri memejamkan matanya, Tanduk Alam memegang kedua tangan sang Putri sambil membaca doa.",saat sang putri memejamkan matanya tanduk alam memegang kedua tangan sang putri sambil membaca doa 
novita_f_20201030_13410_dongeng_yogyakarta,"Sesaat kemudian, keduanya pun menghilang dari ruangan itu.",sesaat kemudian keduanya pun menghilang dari ruangan itu 
novita_f_20201030_13411_dongeng_yogyakarta,"Tidak berapa lama kemudian, tiba-tiba mereka berada di atas perahu.",tidak berapa lama kemudian tiba tiba mereka berada di atas perahu 
novita_f_20201030_13412_dongeng_yogyakarta,Betapa terkejutnya keempat basalo tersebut saat melihat Tanduk Alam dan sang Putri tiba-tiba muncul di samping mereka.,betapa terkejutnya keempat basalo tersebut saat melihat tanduk alam dan sang putri tiba tiba muncul di samping mereka 
novita_f_20201030_13413_dongeng_yogyakarta,Kedatangan mereka pun disambut meriah oleh keluarga istana dan seluruh rakyat Negeri Banggai.,kedatangan mereka pun disambut meriah oleh keluarga istana dan seluruh rakyat negeri banggai 
novita_f_20201030_13414_dongeng_yogyakarta,Raja Adi Cokro sangat kagum atas keberhasilan Tanduk Alam membawa pulang putri kesayangannya.,raja adi cokro sangat kagum atas keberhasilan tanduk alam membawa pulang putri kesayangannya 
novita_f_20201030_13415_dongeng_yogyakarta,Raja Adi Cokro pun mengakui dan memuji kemampuan dan kesaktian Tanduk Alam.,raja adi cokro pun mengakui dan memuji kemampuan dan kesaktian tanduk alam 
novita_f_20201030_13416_dongeng_yogyakarta,Ia pun segera memerintahkan para pengawal istana untuk membuka lahan perkebunan dan membersihkan rawa-rawa.,ia pun segera memerintahkan para pengawal istana untuk membuka lahan perkebunan dan membersihkan rawa rawa 
novita_f_20201030_13417_dongeng_yogyakarta,"Setelah semuanya selesai, Tanduk Alam pun memulai menanam durian di lahan perkebunan dan sagu di rawa-rawa.",setelah semuanya selesai tanduk alam pun memulai menanam durian di lahan perkebunan dan sagu di rawa rawa 
novita_f_20201030_13418_dongeng_yogyakarta,"Beberapa tahun kemudian, Tanduk Alam memperolah hasil yang melimpah ruah.",beberapa tahun kemudian tanduk alam memperolah hasil yang melimpah ruah 
novita_f_20201030_13419_dongeng_yogyakarta,Hidupnya pun semakin sejahtera.,hidupnya pun semakin sejahtera 
novita_f_20201030_13420_dongeng_yogyakarta,Penduduk sekitar pun berbondong-bondong mengikuti jejak Tanduk Alam.,penduduk sekitar pun berbondong bondong mengikuti jejak tanduk alam 
novita_f_20201030_13421_dongeng_yogyakarta,"Alhasil, hidup mereka pun ikut sejahtera.Sejak itu, Tanduk Alam semakin disukai oleh masyarakat Banggai.",alhasil hidup mereka pun ikut sejahtera sejak itu tanduk alam semakin disukai oleh masyarakat banggai 
novita_f_20201030_13422_dongeng_yogyakarta,"Dengan demikian, ia dapat menyiarkan agama Islam di daerah Banggai dengan mudah.",dengan demikian ia dapat menyiarkan agama islam di daerah banggai dengan mudah 
novita_f_20201030_13423_dongeng_yogyakarta,"Demikian cerita Legenda Tanduk Alam dari daerah Banggai, Sulawesi Tengah.",demikian cerita legenda tanduk alam dari daerah banggai sulawesi tengah 
novita_f_20201030_13424_dongeng_yogyakarta,Cerita Rakyat Dari Sulawesi Tengah.,cerita rakyat dari sulawesi tengah 
novita_f_20201030_13425_dongeng_yogyakarta,Jakarta: Grasindo.Anonim.,jakarta grasindo anonim 
novita_f_20201030_13426_dongeng_yogyakarta,Bagaimana kisah perjuangan Untung Suropati dalam menentang Kompeni Belanda di Indonesia? ,bagaimana kisah perjuangan untung suropati dalam menentang kompeni belanda di indonesia 
novita_f_20201030_13427_dongeng_yogyakarta,Ikuti kisahnya dalam cerita Untung Suropati berikut ini! ,ikuti kisahnya dalam cerita untung suropati berikut ini 
novita_f_20201030_13428_dongeng_yogyakarta,"Pada zaman dahulu, ada seorang anak lelaki berusia tujuh tahun yang tidak diketahui nama aslinya.",pada zaman dahulu ada seorang anak lelaki berusia tujuh tahun yang tidak diketahui nama aslinya 
novita_f_20201030_13429_dongeng_yogyakarta,Sang Kapten kemudian menjual budak itu kepada Perwira Mur yang berada di Batavia (kini Jakarta) karena kekurangan uang.,sang kapten kemudian menjual budak itu kepada perwira mur yang berada di batavia kini jakarta karena kekurangan uang 
novita_f_20201030_13430_dongeng_yogyakarta,"Sejak anak itu menjadi budaknya, karir dan kekayaan Perwira Mur meningkat pesat.",sejak anak itu menjadi budaknya karir dan kekayaan perwira mur meningkat pesat 
novita_f_20201030_13431_dongeng_yogyakarta,"Ia menganggap budak itu telah membawa keberuntungan dalam hidupnya, sehingga diberinya nama si Untung.",ia menganggap budak itu telah membawa keberuntungan dalam hidupnya sehingga diberinya nama si untung 
novita_f_20201030_13432_dongeng_yogyakarta,Perwira Mur adalah seorang duda dan mempunyai seorang putri yang seusia dengan Untung.,perwira mur adalah seorang duda dan mempunyai seorang putri yang seusia dengan untung 
novita_f_20201030_13433_dongeng_yogyakarta,Nama putri itu adalah Suzanne.,nama putri itu adalah suzanne 
novita_f_20201030_13434_dongeng_yogyakarta,Perwira Mur membeli Untung agar putrinya yang sudah piatu itu mempunyai teman bermain dan bersenda gurau setiap hari.,perwira mur membeli untung agar putrinya yang sudah piatu itu mempunyai teman bermain dan bersenda gurau setiap hari 
novita_f_20201030_13435_dongeng_yogyakarta,"Untung adalah anak yang pandai bergaul, sehingga dalam waktu singkat ia sangat akrab dengan Suzanne.",untung adalah anak yang pandai bergaul sehingga dalam waktu singkat ia sangat akrab dengan suzanne 
novita_f_20201030_13436_dongeng_yogyakarta,"Sejak itu, mereka selalu bersama, baik dalam suka maupun duka.",sejak itu mereka selalu bersama baik dalam suka maupun duka 
novita_f_20201030_13437_dongeng_yogyakarta,"Ketika berusia dua puluh tahun, Untung menikahi Suzanne secara diam-diam.",ketika berusia dua puluh tahun untung menikahi suzanne secara diam diam 
novita_f_20201030_13438_dongeng_yogyakarta,"Namun, hubungan cinta terlarang mereka tidak berlangsung lama karena terlanjur diketahui oleh ayah Suzanne.",namun hubungan cinta terlarang mereka tidak berlangsung lama karena terlanjur diketahui oleh ayah suzanne 
novita_f_20201030_13439_dongeng_yogyakarta,Hal itulah membuat Perwira Mur menjadi murka.,hal itulah membuat perwira mur menjadi murka 
novita_f_20201030_13440_dongeng_yogyakarta,"Suzanne pun dibuang ke sebuah pulau di dekat Betawi, sedangkan Untung dicebloskan ke dalam penjara.",suzanne pun dibuang ke sebuah pulau di dekat betawi sedangkan untung dicebloskan ke dalam penjara 
novita_f_20201030_13441_dongeng_yogyakarta,"Sejak itulah, kebencian Untung terhadap Kompeni Belanda semakin menjadi-jadi.",sejak itulah kebencian untung terhadap kompeni belanda semakin menjadi jadi 
novita_f_20201030_13442_dongeng_yogyakarta,"Di dalam penjara, ia berusaha menarik hati para tawanan lainnya.",di dalam penjara ia berusaha menarik hati para tawanan lainnya 
novita_f_20201030_13443_dongeng_yogyakarta,"Suatu ketika, Untung mempunyai ide untuk melarikan diri dari penjara.",suatu ketika untung mempunyai ide untuk melarikan diri dari penjara 
novita_f_20201030_13444_dongeng_yogyakarta,"Ide itu kemudian ia sampaikan kepada tawanan lainnya.Wahai, saudara-saudara sebangsa dan setanah airku! ",ide itu kemudian ia sampaikan kepada tawanan lainnya wahai saudara saudara sebangsa dan setanah airku 
novita_f_20201030_13445_dongeng_yogyakarta,Kompeni Belanda tidak bisa lagi dibiarkan terus menjajah kita.,kompeni belanda tidak bisa lagi dibiarkan terus menjajah kita 
novita_f_20201030_13446_dongeng_yogyakarta,"Mereka menanggap bahwa ide itu hanyalah impian belaka.Hai, anak muda! ",mereka menanggap bahwa ide itu hanyalah impian belaka hai anak muda 
novita_f_20201030_13447_dongeng_yogyakarta,Bagaimana mungkin kita bisa melarikan diri penjara ini? ,bagaimana mungkin kita bisa melarikan diri penjara ini 
novita_f_20201030_13448_dongeng_yogyakarta,"Dengan berbagai cara, mereka berhasil mendapatkan senjata api.",dengan berbagai cara mereka berhasil mendapatkan senjata api 
novita_f_20201030_13449_dongeng_yogyakarta,"Akhirnya, terjadilah pemberontakan dari dalam penjara.",akhirnya terjadilah pemberontakan dari dalam penjara 
novita_f_20201030_13450_dongeng_yogyakarta,"Dengan dilengkapi senjata api, Untung bersama tawanan lainnya mengamuk dan berhasil mendobrak pintu penjara.",dengan dilengkapi senjata api untung bersama tawanan lainnya mengamuk dan berhasil mendobrak pintu penjara 
novita_f_20201030_13451_dongeng_yogyakarta,"Karena jumlah mereka sangat banyak, akhirnya Untung dan teman-temannya terdesak dan melarikan diri ke dalam hutan.",karena jumlah mereka sangat banyak akhirnya untung dan teman temannya terdesak dan melarikan diri ke dalam hutan 
novita_f_20201030_13452_dongeng_yogyakarta,"Di dalam hutan, ia menghimpun kekuatan untuk mengganggu Kompeni Belanda.",di dalam hutan ia menghimpun kekuatan untuk mengganggu kompeni belanda 
novita_f_20201030_13453_dongeng_yogyakarta,"Untung segera menghadap Sultan Banten, Sultan Ageng Tirtayasa, dan menceritakan sepak terjangnya dalam menentang Belanda.",untung segera menghadap sultan banten sultan ageng tirtayasa dan menceritakan sepak terjangnya dalam menentang belanda 
novita_f_20201030_13454_dongeng_yogyakarta,"Di tengah perjalanan, mereka bertemu dengan Raden Suropati, anak angkat Sultan Cirebon.",di tengah perjalanan mereka bertemu dengan raden suropati anak angkat sultan cirebon 
novita_f_20201030_13455_dongeng_yogyakarta,Raden Suropati bersama pengawalnya bersedia mengantar Untung menghadap ayahandanya.Baiklah! ,raden suropati bersama pengawalnya bersedia mengantar untung menghadap ayahandanya baiklah 
novita_f_20201030_13456_dongeng_yogyakarta,Dia tidak mau menyerahkannya kepada Raden Suropati.,dia tidak mau menyerahkannya kepada raden suropati 
novita_f_20201030_13457_dongeng_yogyakarta,"Rupanya, Raden Suropati tidak menerima hal itu.",rupanya raden suropati tidak menerima hal itu 
novita_f_20201030_13458_dongeng_yogyakarta,Ia menginginkan agar Untung menyerahkan juga senjatanya.,ia menginginkan agar untung menyerahkan juga senjatanya 
novita_f_20201030_13459_dongeng_yogyakarta,"Pertempuran tersebut dimenangkan oleh pasukan Untung, sedangkan Raden Suropati tewas terkena senjata Untung.",pertempuran tersebut dimenangkan oleh pasukan untung sedangkan raden suropati tewas terkena senjata untung 
novita_f_20201030_13460_dongeng_yogyakarta,"Setelah itu, Untung dan pasukannya melanjutkan perjalanan menuju Keraton Cirebon.",setelah itu untung dan pasukannya melanjutkan perjalanan menuju keraton cirebon 
novita_f_20201030_13461_dongeng_yogyakarta,"Setibanya di Keraton, Untung menceritakan semua peristiwa yang telah menimpa Raden Suropati.",setibanya di keraton untung menceritakan semua peristiwa yang telah menimpa raden suropati 
novita_f_20201030_13462_dongeng_yogyakarta,"Mendengar kabar itu, Sultan Cirebon tidak marah dan menerima Untung dengan baik.",mendengar kabar itu sultan cirebon tidak marah dan menerima untung dengan baik 
novita_f_20201030_13463_dongeng_yogyakarta,"Bahkan, sang Sultan memberikan nama Suropati itu kepada Untung.",bahkan sang sultan memberikan nama suropati itu kepada untung 
novita_f_20201030_13464_dongeng_yogyakarta,"Sejak itulah, budak belian itu bernama Untung Suropati.",sejak itulah budak belian itu bernama untung suropati 
novita_f_20201030_13465_dongeng_yogyakarta,"Setibanya di Kartasura, Untung menyampaikan keinginannya untuk mengabdi kepada Kanjeng Sunan Mangkurat.",setibanya di kartasura untung menyampaikan keinginannya untuk mengabdi kepada kanjeng sunan mangkurat 
novita_f_20201030_13466_dongeng_yogyakarta,Ia bersama pasukannya segera berangkat ke Banyumas.,ia bersama pasukannya segera berangkat ke banyumas 
novita_f_20201030_13467_dongeng_yogyakarta,"Setelah berhasil memadamkan pemberontakan, Untung kembali ke Kartasura dan diangkat menjadi pemimpin pasukan.",setelah berhasil memadamkan pemberontakan untung kembali ke kartasura dan diangkat menjadi pemimpin pasukan 
novita_f_20201030_13468_dongeng_yogyakarta,Pasukan Belanda sedang menuju kemari.,pasukan belanda sedang menuju kemari 
novita_f_20201030_13469_dongeng_yogyakarta,"Begitu pasukan Belanda memasuki wilayah Kartasura, Untung Suropati dan pasukannya segera menghadang mereka.",begitu pasukan belanda memasuki wilayah kartasura untung suropati dan pasukannya segera menghadang mereka 
novita_f_20201030_13470_dongeng_yogyakarta,Pertermpuran sengit pun tak terhindarkan lagi.,pertermpuran sengit pun tak terhindarkan lagi 
novita_f_20201030_13471_dongeng_yogyakarta,"Dalam pertempuran itu, pasukan Untung Suropati dibantu Pangeran Puger yang dikirim oleh Kanjeng Sultan Mangkurat II.",dalam pertempuran itu pasukan untung suropati dibantu pangeran puger yang dikirim oleh kanjeng sultan mangkurat ii 
novita_f_20201030_13472_dongeng_yogyakarta,"Dengan begitu, Kapiten Tak akan mengira bahwa yang dihadapinya adalah Untung Suropati.",dengan begitu kapiten tak akan mengira bahwa yang dihadapinya adalah untung suropati 
novita_f_20201030_13473_dongeng_yogyakarta,"Dengan keris pusaka Kanjeng Kyai Plered, Pangeran Puger berhasil menghabisi nyawa Kapitan Tar.",dengan keris pusaka kanjeng kyai plered pangeran puger berhasil menghabisi nyawa kapitan tar 
