filename,transcript_perekaman,transcript_training
rakagu_m_20201030_5449_wilayah1_semarang,Wilayah BULAGI SELATAN terletak di Indonesia ,wilayah bulagi selatan terletak di indonesia 
rakagu_m_20201030_5450_wilayah1_semarang,Wilayah BULAGI UTARA terletak di Indonesia ,wilayah bulagi utara terletak di indonesia 
rakagu_m_20201030_5451_wilayah1_semarang,Wilayah BUKO terletak di Indonesia ,wilayah buko terletak di indonesia 
rakagu_m_20201030_5452_wilayah1_semarang,Wilayah BUKO SELATAN terletak di Indonesia ,wilayah buko selatan terletak di indonesia 
rakagu_m_20201030_5453_wilayah1_semarang,Wilayah TOILI terletak di Indonesia ,wilayah toili terletak di indonesia 
rakagu_m_20201030_5454_wilayah1_semarang,Wilayah TOILI BARAT terletak di Indonesia ,wilayah toili barat terletak di indonesia 
rakagu_m_20201030_5455_wilayah1_semarang,Wilayah MOILONG terletak di Indonesia ,wilayah moilong terletak di indonesia 
rakagu_m_20201030_5456_wilayah1_semarang,Wilayah BATUI SELATAN terletak di Indonesia ,wilayah batui selatan terletak di indonesia 
rakagu_m_20201030_5457_wilayah1_semarang,Wilayah BUNTA terletak di Indonesia ,wilayah bunta terletak di indonesia 
rakagu_m_20201030_5458_wilayah1_semarang,Wilayah NUHON terletak di Indonesia ,wilayah nuhon terletak di indonesia 
rakagu_m_20201030_5459_wilayah1_semarang,Wilayah SIMPANG RAYA terletak di Indonesia ,wilayah simpang raya terletak di indonesia 
rakagu_m_20201030_5460_wilayah1_semarang,Wilayah KINTOM terletak di Indonesia ,wilayah kintom terletak di indonesia 
rakagu_m_20201030_5461_wilayah1_semarang,Wilayah LUWUK terletak di Indonesia ,wilayah luwuk terletak di indonesia 
rakagu_m_20201030_5462_wilayah1_semarang,Wilayah LUWUK TIMUR terletak di Indonesia ,wilayah luwuk timur terletak di indonesia 
rakagu_m_20201030_5463_wilayah1_semarang,Wilayah LUWUK UTARA terletak di Indonesia ,wilayah luwuk utara terletak di indonesia 
rakagu_m_20201030_5464_wilayah1_semarang,Wilayah LUWUK SELATAN terletak di Indonesia ,wilayah luwuk selatan terletak di indonesia 
rakagu_m_20201030_5465_wilayah1_semarang,Wilayah NAMBO terletak di Indonesia ,wilayah nambo terletak di indonesia 
rakagu_m_20201030_5466_wilayah1_semarang,Wilayah PAGIMANA terletak di Indonesia ,wilayah pagimana terletak di indonesia 
rakagu_m_20201030_5467_wilayah1_semarang,Wilayah BUALEMO terletak di Indonesia ,wilayah bualemo terletak di indonesia 
rakagu_m_20201030_5468_wilayah1_semarang,Wilayah LOBU terletak di Indonesia ,wilayah lobu terletak di indonesia 
rakagu_m_20201030_5469_wilayah1_semarang,Wilayah LAMALA terletak di Indonesia ,wilayah lamala terletak di indonesia 
rakagu_m_20201030_5470_wilayah1_semarang,Wilayah MASAMA terletak di Indonesia ,wilayah masama terletak di indonesia 
rakagu_m_20201030_5471_wilayah1_semarang,Wilayah MANTOH terletak di Indonesia ,wilayah mantoh terletak di indonesia 
rakagu_m_20201030_5472_wilayah1_semarang,Wilayah BALANTAK terletak di Indonesia ,wilayah balantak terletak di indonesia 
rakagu_m_20201030_5473_wilayah1_semarang,Wilayah BALANTAK SELATAN terletak di Indonesia ,wilayah balantak selatan terletak di indonesia 
rakagu_m_20201030_5474_wilayah1_semarang,Wilayah BALANTAK UTARA terletak di Indonesia ,wilayah balantak utara terletak di indonesia 
rakagu_m_20201030_5475_wilayah1_semarang,Wilayah MENUI KEPULAUAN terletak di Indonesia ,wilayah menui kepulauan terletak di indonesia 
rakagu_m_20201030_5476_wilayah1_semarang,Wilayah BUNGKU SELATAN terletak di Indonesia ,wilayah bungku selatan terletak di indonesia 
rakagu_m_20201030_5477_wilayah1_semarang,Wilayah BAHODOPI terletak di Indonesia ,wilayah bahodopi terletak di indonesia 
rakagu_m_20201030_5478_wilayah1_semarang,Wilayah BUNGKU PESISIR terletak di Indonesia ,wilayah bungku pesisir terletak di indonesia 
rakagu_m_20201030_5479_wilayah1_semarang,Wilayah BUNGKU TENGAH terletak di Indonesia ,wilayah bungku tengah terletak di indonesia 
rakagu_m_20201030_5480_wilayah1_semarang,Wilayah BUNGKU TIMUR terletak di Indonesia ,wilayah bungku timur terletak di indonesia 
rakagu_m_20201030_5481_wilayah1_semarang,Wilayah BUNGKU BARAT terletak di Indonesia ,wilayah bungku barat terletak di indonesia 
rakagu_m_20201030_5482_wilayah1_semarang,Wilayah BUMI RAYA terletak di Indonesia ,wilayah bumi raya terletak di indonesia 
rakagu_m_20201030_5483_wilayah1_semarang,Wilayah PAMONA SELATAN terletak di Indonesia ,wilayah pamona selatan terletak di indonesia 
rakagu_m_20201030_5484_wilayah1_semarang,Wilayah PAMONA BARAT terletak di Indonesia ,wilayah pamona barat terletak di indonesia 
rakagu_m_20201030_5485_wilayah1_semarang,Wilayah PAMONA TENGGARA terletak di Indonesia ,wilayah pamona tenggara terletak di indonesia 
rakagu_m_20201030_5486_wilayah1_semarang,Wilayah LORE SELATAN terletak di Indonesia ,wilayah lore selatan terletak di indonesia 
rakagu_m_20201030_5487_wilayah1_semarang,Wilayah LORE BARAT terletak di Indonesia ,wilayah lore barat terletak di indonesia 
rakagu_m_20201030_5488_wilayah1_semarang,Wilayah PAMONA PUSALEMBA terletak di Indonesia ,wilayah pamona pusalemba terletak di indonesia 
rakagu_m_20201030_5489_wilayah1_semarang,Wilayah PAMONA UTARA terletak di Indonesia ,wilayah pamona utara terletak di indonesia 
rakagu_m_20201030_5490_wilayah1_semarang,Wilayah LORE UTARA terletak di Indonesia ,wilayah lore utara terletak di indonesia 
rakagu_m_20201030_5491_wilayah1_semarang,Wilayah LORE TENGAH terletak di Indonesia ,wilayah lore tengah terletak di indonesia 
rakagu_m_20201030_5492_wilayah1_semarang,Wilayah LORE TIMUR terletak di Indonesia ,wilayah lore timur terletak di indonesia 
rakagu_m_20201030_5493_wilayah1_semarang,Wilayah LORE PEORE terletak di Indonesia ,wilayah lore peore terletak di indonesia 
rakagu_m_20201030_5494_wilayah1_semarang,Wilayah POSO PESISIR terletak di Indonesia ,wilayah poso pesisir terletak di indonesia 
rakagu_m_20201030_5495_wilayah1_semarang,Wilayah POSO PESISIR SELATAN terletak di Indonesia ,wilayah poso pesisir selatan terletak di indonesia 
rakagu_m_20201030_5496_wilayah1_semarang,Wilayah POSO PESISIR UTARA terletak di Indonesia ,wilayah poso pesisir utara terletak di indonesia 
rakagu_m_20201030_5497_wilayah1_semarang,Wilayah LAGE terletak di Indonesia ,wilayah lage terletak di indonesia 
rakagu_m_20201030_5498_wilayah1_semarang,Wilayah POSO KOTA terletak di Indonesia ,wilayah poso kota terletak di indonesia 
rakagu_m_20201030_5499_wilayah1_semarang,Wilayah POSO KOTA UTARA terletak di Indonesia ,wilayah poso kota utara terletak di indonesia 
rakagu_m_20201030_5500_wilayah1_semarang,Wilayah POSO KOTA SELATAN terletak di Indonesia ,wilayah poso kota selatan terletak di indonesia 
rakagu_m_20201030_5501_wilayah1_semarang,Wilayah RIO PAKAVA terletak di Indonesia ,wilayah rio pakava terletak di indonesia 
rakagu_m_20201030_5502_wilayah1_semarang,Wilayah PINEMBANI terletak di Indonesia ,wilayah pinembani terletak di indonesia 
rakagu_m_20201030_5503_wilayah1_semarang,Wilayah BANAWA terletak di Indonesia ,wilayah banawa terletak di indonesia 
rakagu_m_20201030_5504_wilayah1_semarang,Wilayah BANAWA SELATAN terletak di Indonesia ,wilayah banawa selatan terletak di indonesia 
rakagu_m_20201030_5505_wilayah1_semarang,Wilayah BANAWA TENGAH terletak di Indonesia ,wilayah banawa tengah terletak di indonesia 
rakagu_m_20201030_5506_wilayah1_semarang,Wilayah LABUAN terletak di Indonesia ,wilayah labuan terletak di indonesia 
rakagu_m_20201030_5507_wilayah1_semarang,Wilayah TANANTOVEA terletak di Indonesia ,wilayah tanantovea terletak di indonesia 
rakagu_m_20201030_5508_wilayah1_semarang,Wilayah SINDUE terletak di Indonesia ,wilayah sindue terletak di indonesia 
rakagu_m_20201030_5509_wilayah1_semarang,Wilayah SINDUE TOBATA terletak di Indonesia ,wilayah sindue tobata terletak di indonesia 
rakagu_m_20201030_5510_wilayah1_semarang,Wilayah SIRENJA terletak di Indonesia ,wilayah sirenja terletak di indonesia 
rakagu_m_20201030_5511_wilayah1_semarang,Wilayah BALAESANG terletak di Indonesia ,wilayah balaesang terletak di indonesia 
rakagu_m_20201030_5512_wilayah1_semarang,Wilayah BALAESANG TANJUNG terletak di Indonesia ,wilayah balaesang tanjung terletak di indonesia 
rakagu_m_20201030_5513_wilayah1_semarang,Wilayah DAMPELAS terletak di Indonesia ,wilayah dampelas terletak di indonesia 
rakagu_m_20201030_5514_wilayah1_semarang,Wilayah SOJOL terletak di Indonesia ,wilayah sojol terletak di indonesia 
rakagu_m_20201030_5515_wilayah1_semarang,Wilayah SOJOL UTARA terletak di Indonesia ,wilayah sojol utara terletak di indonesia 
rakagu_m_20201030_5516_wilayah1_semarang,Wilayah DAMPAL UTARA terletak di Indonesia ,wilayah dampal utara terletak di indonesia 
rakagu_m_20201030_5517_wilayah1_semarang,Wilayah DONDO terletak di Indonesia ,wilayah dondo terletak di indonesia 
rakagu_m_20201030_5518_wilayah1_semarang,Wilayah OGODEIDE terletak di Indonesia ,wilayah ogodeide terletak di indonesia 
rakagu_m_20201030_5519_wilayah1_semarang,Wilayah BASIDONDO terletak di Indonesia ,wilayah basidondo terletak di indonesia 
rakagu_m_20201030_5520_wilayah1_semarang,Wilayah BAOLAN terletak di Indonesia ,wilayah baolan terletak di indonesia 
rakagu_m_20201030_5521_wilayah1_semarang,Wilayah LAMPASIO terletak di Indonesia ,wilayah lampasio terletak di indonesia 
rakagu_m_20201030_5522_wilayah1_semarang,Wilayah TOLITOLI UTARA terletak di Indonesia ,wilayah tolitoli utara terletak di indonesia 
rakagu_m_20201030_5523_wilayah1_semarang,Wilayah DAKO PAMEAN terletak di Indonesia ,wilayah dako pamean terletak di indonesia 
rakagu_m_20201030_5524_wilayah1_semarang,Wilayah LAKEA terletak di Indonesia ,wilayah lakea terletak di indonesia 
rakagu_m_20201030_5525_wilayah1_semarang,Wilayah BIAU terletak di Indonesia ,wilayah biau terletak di indonesia 
rakagu_m_20201030_5526_wilayah1_semarang,Wilayah KARAMAT terletak di Indonesia ,wilayah karamat terletak di indonesia 
rakagu_m_20201030_5527_wilayah1_semarang,Wilayah MOMUNU terletak di Indonesia ,wilayah momunu terletak di indonesia 
rakagu_m_20201030_5528_wilayah1_semarang,Wilayah TILOAN terletak di Indonesia ,wilayah tiloan terletak di indonesia 
rakagu_m_20201030_5529_wilayah1_semarang,Wilayah BOKAT terletak di Indonesia ,wilayah bokat terletak di indonesia 
rakagu_m_20201030_5530_wilayah1_semarang,Wilayah BUKAL terletak di Indonesia ,wilayah bukal terletak di indonesia 
rakagu_m_20201030_5531_wilayah1_semarang,Wilayah BUNOBOGU terletak di Indonesia ,wilayah bunobogu terletak di indonesia 
rakagu_m_20201030_5532_wilayah1_semarang,Wilayah GADUNG terletak di Indonesia ,wilayah gadung terletak di indonesia 
rakagu_m_20201030_5533_wilayah1_semarang,Wilayah PALELEH terletak di Indonesia ,wilayah paleleh terletak di indonesia 
rakagu_m_20201030_5534_wilayah1_semarang,Wilayah PALELEH BARAT terletak di Indonesia ,wilayah paleleh barat terletak di indonesia 
rakagu_m_20201030_5535_wilayah1_semarang,Wilayah SAUSU terletak di Indonesia ,wilayah sausu terletak di indonesia 
rakagu_m_20201030_5536_wilayah1_semarang,Wilayah TORUE terletak di Indonesia ,wilayah torue terletak di indonesia 
rakagu_m_20201030_5537_wilayah1_semarang,Wilayah PARIGI terletak di Indonesia ,wilayah parigi terletak di indonesia 
rakagu_m_20201030_5538_wilayah1_semarang,Wilayah PARIGI SELATAN terletak di Indonesia ,wilayah parigi selatan terletak di indonesia 
rakagu_m_20201030_5539_wilayah1_semarang,Wilayah PARIGI BARAT terletak di Indonesia ,wilayah parigi barat terletak di indonesia 
rakagu_m_20201030_5540_wilayah1_semarang,Wilayah PARIGI UTARA terletak di Indonesia ,wilayah parigi utara terletak di indonesia 
rakagu_m_20201030_5541_wilayah1_semarang,Wilayah PARIGI TENGAH terletak di Indonesia ,wilayah parigi tengah terletak di indonesia 
rakagu_m_20201030_5542_wilayah1_semarang,Wilayah KASIMBAR terletak di Indonesia ,wilayah kasimbar terletak di indonesia 
rakagu_m_20201030_5543_wilayah1_semarang,Wilayah TORIBULU terletak di Indonesia ,wilayah toribulu terletak di indonesia 
rakagu_m_20201030_5544_wilayah1_semarang,Wilayah SINIU terletak di Indonesia ,wilayah siniu terletak di indonesia 
rakagu_m_20201030_5545_wilayah1_semarang,Wilayah TINOMBO terletak di Indonesia ,wilayah tinombo terletak di indonesia 
rakagu_m_20201030_5546_wilayah1_semarang,Wilayah TINOMBO SELATAN terletak di Indonesia ,wilayah tinombo selatan terletak di indonesia 
rakagu_m_20201030_5547_wilayah1_semarang,Wilayah SIDOAN terletak di Indonesia ,wilayah sidoan terletak di indonesia 
rakagu_m_20201030_5548_wilayah1_semarang,Wilayah TOMINI terletak di Indonesia ,wilayah tomini terletak di indonesia 
rakagu_m_20201030_5549_wilayah1_semarang,Wilayah MEPANGA terletak di Indonesia ,wilayah mepanga terletak di indonesia 
rakagu_m_20201030_5550_wilayah1_semarang,Wilayah PALASA terletak di Indonesia ,wilayah palasa terletak di indonesia 
rakagu_m_20201030_5551_wilayah1_semarang,Wilayah MOUTONG terletak di Indonesia ,wilayah moutong terletak di indonesia 
rakagu_m_20201030_5552_wilayah1_semarang,Wilayah BOLANO LAMBUNU terletak di Indonesia ,wilayah bolano lambunu terletak di indonesia 
rakagu_m_20201030_5553_wilayah1_semarang,Wilayah TAOPA terletak di Indonesia ,wilayah taopa terletak di indonesia 
rakagu_m_20201030_5554_wilayah1_semarang,Wilayah BOLANO terletak di Indonesia ,wilayah bolano terletak di indonesia 
rakagu_m_20201030_5555_wilayah1_semarang,Wilayah ONGKA MALINO terletak di Indonesia ,wilayah ongka malino terletak di indonesia 
rakagu_m_20201030_5556_wilayah1_semarang,Wilayah TOJO BARAT terletak di Indonesia ,wilayah tojo barat terletak di indonesia 
rakagu_m_20201030_5557_wilayah1_semarang,Wilayah TOJO terletak di Indonesia ,wilayah tojo terletak di indonesia 
rakagu_m_20201030_5558_wilayah1_semarang,Wilayah ULUBONGKA terletak di Indonesia ,wilayah ulubongka terletak di indonesia 
rakagu_m_20201030_5559_wilayah1_semarang,Wilayah AMPANA TETE terletak di Indonesia ,wilayah ampana tete terletak di indonesia 
rakagu_m_20201030_5560_wilayah1_semarang,Wilayah AMPANA KOTA terletak di Indonesia ,wilayah ampana kota terletak di indonesia 
rakagu_m_20201030_5561_wilayah1_semarang,Wilayah RATOLINDO terletak di Indonesia ,wilayah ratolindo terletak di indonesia 
rakagu_m_20201030_5562_wilayah1_semarang,Wilayah UNA - UNA terletak di Indonesia ,wilayah una una terletak di indonesia 
rakagu_m_20201030_5563_wilayah1_semarang,Wilayah BATUDAKA terletak di Indonesia ,wilayah batudaka terletak di indonesia 
rakagu_m_20201030_5564_wilayah1_semarang,Wilayah TOGEAN terletak di Indonesia ,wilayah togean terletak di indonesia 
rakagu_m_20201030_5565_wilayah1_semarang,Wilayah WALEA KEPULAUAN terletak di Indonesia ,wilayah walea kepulauan terletak di indonesia 
rakagu_m_20201030_5566_wilayah1_semarang,Wilayah WALEA BESAR terletak di Indonesia ,wilayah walea besar terletak di indonesia 
rakagu_m_20201030_5567_wilayah1_semarang,Wilayah TALATAKO terletak di Indonesia ,wilayah talatako terletak di indonesia 
rakagu_m_20201030_5568_wilayah1_semarang,Wilayah PIPIKORO terletak di Indonesia ,wilayah pipikoro terletak di indonesia 
rakagu_m_20201030_5569_wilayah1_semarang,Wilayah KULAWI SELATAN terletak di Indonesia ,wilayah kulawi selatan terletak di indonesia 
rakagu_m_20201030_5570_wilayah1_semarang,Wilayah LINDU terletak di Indonesia ,wilayah lindu terletak di indonesia 
rakagu_m_20201030_5571_wilayah1_semarang,Wilayah NOKILALAKI terletak di Indonesia ,wilayah nokilalaki terletak di indonesia 
rakagu_m_20201030_5572_wilayah1_semarang,Wilayah PALOLO terletak di Indonesia ,wilayah palolo terletak di indonesia 
rakagu_m_20201030_5573_wilayah1_semarang,Wilayah GUMBASA terletak di Indonesia ,wilayah gumbasa terletak di indonesia 
rakagu_m_20201030_5574_wilayah1_semarang,Wilayah DOLO SELATAN terletak di Indonesia ,wilayah dolo selatan terletak di indonesia 
rakagu_m_20201030_5575_wilayah1_semarang,Wilayah DOLO BARAT terletak di Indonesia ,wilayah dolo barat terletak di indonesia 
rakagu_m_20201030_5576_wilayah1_semarang,Wilayah TANAMBULAVA terletak di Indonesia ,wilayah tanambulava terletak di indonesia 
rakagu_m_20201030_5577_wilayah1_semarang,Wilayah DOLO terletak di Indonesia ,wilayah dolo terletak di indonesia 
rakagu_m_20201030_5578_wilayah1_semarang,Wilayah SIGI BIROMARU terletak di Indonesia ,wilayah sigi biromaru terletak di indonesia 
rakagu_m_20201030_5579_wilayah1_semarang,Wilayah MARAWOLA terletak di Indonesia ,wilayah marawola terletak di indonesia 
rakagu_m_20201030_5580_wilayah1_semarang,Wilayah MARAWOLA BARAT terletak di Indonesia ,wilayah marawola barat terletak di indonesia 
rakagu_m_20201030_5581_wilayah1_semarang,Wilayah KINOVARO terletak di Indonesia ,wilayah kinovaro terletak di indonesia 
rakagu_m_20201030_5582_wilayah1_semarang,Wilayah BANGKURUNG terletak di Indonesia ,wilayah bangkurung terletak di indonesia 
rakagu_m_20201030_5583_wilayah1_semarang,Wilayah LABOBO terletak di Indonesia ,wilayah labobo terletak di indonesia 
rakagu_m_20201030_5584_wilayah1_semarang,Wilayah BANGGAI UTARA terletak di Indonesia ,wilayah banggai utara terletak di indonesia 
rakagu_m_20201030_5585_wilayah1_semarang,Wilayah BANGGAI terletak di Indonesia ,wilayah banggai terletak di indonesia 
rakagu_m_20201030_5586_wilayah1_semarang,Wilayah BANGGAI TENGAH terletak di Indonesia ,wilayah banggai tengah terletak di indonesia 
rakagu_m_20201030_5587_wilayah1_semarang,Wilayah BANGGAI SELATAN terletak di Indonesia ,wilayah banggai selatan terletak di indonesia 
rakagu_m_20201030_5588_wilayah1_semarang,Wilayah MORI ATAS terletak di Indonesia ,wilayah mori atas terletak di indonesia 
rakagu_m_20201030_5589_wilayah1_semarang,Wilayah LEMBO terletak di Indonesia ,wilayah lembo terletak di indonesia 
rakagu_m_20201030_5590_wilayah1_semarang,Wilayah LEMBO RAYA terletak di Indonesia ,wilayah lembo raya terletak di indonesia 
rakagu_m_20201030_5591_wilayah1_semarang,Wilayah PETASIA terletak di Indonesia ,wilayah petasia terletak di indonesia 
rakagu_m_20201030_5592_wilayah1_semarang,Wilayah PETASIA BARAT terletak di Indonesia ,wilayah petasia barat terletak di indonesia 
rakagu_m_20201030_5593_wilayah1_semarang,Wilayah MORI UTARA terletak di Indonesia ,wilayah mori utara terletak di indonesia 
rakagu_m_20201030_5594_wilayah1_semarang,Wilayah SOYO JAYA terletak di Indonesia ,wilayah soyo jaya terletak di indonesia 
rakagu_m_20201030_5595_wilayah1_semarang,Wilayah BUNGKU UTARA terletak di Indonesia ,wilayah bungku utara terletak di indonesia 
rakagu_m_20201030_5596_wilayah1_semarang,Wilayah MAMOSALATO terletak di Indonesia ,wilayah mamosalato terletak di indonesia 
rakagu_m_20201030_5597_wilayah1_semarang,Wilayah TATANGA terletak di Indonesia ,wilayah tatanga terletak di indonesia 
rakagu_m_20201030_5598_wilayah1_semarang,Wilayah ULUJADI terletak di Indonesia ,wilayah ulujadi terletak di indonesia 
rakagu_m_20201030_5599_wilayah1_semarang,Wilayah PALU SELATAN terletak di Indonesia ,wilayah palu selatan terletak di indonesia 
rakagu_m_20201030_5600_wilayah1_semarang,Wilayah PALU TIMUR terletak di Indonesia ,wilayah palu timur terletak di indonesia 
rakagu_m_20201030_5601_wilayah1_semarang,Wilayah MANTIKULORE terletak di Indonesia ,wilayah mantikulore terletak di indonesia 
rakagu_m_20201030_5602_wilayah1_semarang,Wilayah PALU UTARA terletak di Indonesia ,wilayah palu utara terletak di indonesia 
rakagu_m_20201030_5603_wilayah1_semarang,Wilayah TAWAELI terletak di Indonesia ,wilayah tawaeli terletak di indonesia 
rakagu_m_20201030_5604_wilayah1_semarang,Wilayah PASIMARANNU terletak di Indonesia ,wilayah pasimarannu terletak di indonesia 
rakagu_m_20201030_5605_wilayah1_semarang,Wilayah PASIMASSUNGGU terletak di Indonesia ,wilayah pasimassunggu terletak di indonesia 
rakagu_m_20201030_5606_wilayah1_semarang,Wilayah TAKABONERATE terletak di Indonesia ,wilayah takabonerate terletak di indonesia 
rakagu_m_20201030_5607_wilayah1_semarang,Wilayah PASIMASSUNGGU TIMUR terletak di Indonesia ,wilayah pasimassunggu timur terletak di indonesia 
rakagu_m_20201030_5608_wilayah1_semarang,Wilayah BONTOSIKUYU terletak di Indonesia ,wilayah bontosikuyu terletak di indonesia 
rakagu_m_20201030_5609_wilayah1_semarang,Wilayah BONTOHARU terletak di Indonesia ,wilayah bontoharu terletak di indonesia 
rakagu_m_20201030_5610_wilayah1_semarang,Wilayah BENTENG terletak di Indonesia ,wilayah benteng terletak di indonesia 
rakagu_m_20201030_5611_wilayah1_semarang,Wilayah BONTOMATENE terletak di Indonesia ,wilayah bontomatene terletak di indonesia 
rakagu_m_20201030_5612_wilayah1_semarang,Wilayah BUKI terletak di Indonesia ,wilayah buki terletak di indonesia 
rakagu_m_20201030_5613_wilayah1_semarang,Wilayah GANTARANG terletak di Indonesia ,wilayah gantarang terletak di indonesia 
rakagu_m_20201030_5614_wilayah1_semarang,Wilayah UJUNG BULU terletak di Indonesia ,wilayah ujung bulu terletak di indonesia 
rakagu_m_20201030_5615_wilayah1_semarang,Wilayah UJUNG LOE terletak di Indonesia ,wilayah ujung loe terletak di indonesia 
rakagu_m_20201030_5616_wilayah1_semarang,Wilayah BONTO BAHARI terletak di Indonesia ,wilayah bonto bahari terletak di indonesia 
rakagu_m_20201030_5617_wilayah1_semarang,Wilayah BONTOTIRO terletak di Indonesia ,wilayah bontotiro terletak di indonesia 
rakagu_m_20201030_5618_wilayah1_semarang,Wilayah KAJANG terletak di Indonesia ,wilayah kajang terletak di indonesia 
rakagu_m_20201030_5619_wilayah1_semarang,Wilayah BULUKUMPA terletak di Indonesia ,wilayah bulukumpa terletak di indonesia 
rakagu_m_20201030_5620_wilayah1_semarang,Wilayah RILAU ALE terletak di Indonesia ,wilayah rilau ale terletak di indonesia 
rakagu_m_20201030_5621_wilayah1_semarang,Wilayah KINDANG terletak di Indonesia ,wilayah kindang terletak di indonesia 
rakagu_m_20201030_5622_wilayah1_semarang,Wilayah BISSAPPU terletak di Indonesia ,wilayah bissappu terletak di indonesia 
rakagu_m_20201030_5623_wilayah1_semarang,Wilayah ULUERE terletak di Indonesia ,wilayah uluere terletak di indonesia 
rakagu_m_20201030_5624_wilayah1_semarang,Wilayah SINOA terletak di Indonesia ,wilayah sinoa terletak di indonesia 
rakagu_m_20201030_5625_wilayah1_semarang,Wilayah EREMERASA terletak di Indonesia ,wilayah eremerasa terletak di indonesia 
rakagu_m_20201030_5626_wilayah1_semarang,Wilayah TOMPOBULU terletak di Indonesia ,wilayah tompobulu terletak di indonesia 
rakagu_m_20201030_5627_wilayah1_semarang,Wilayah PAJUKUKANG terletak di Indonesia ,wilayah pajukukang terletak di indonesia 
rakagu_m_20201030_5628_wilayah1_semarang,Wilayah GANTARANGKEKE terletak di Indonesia ,wilayah gantarangkeke terletak di indonesia 
rakagu_m_20201030_5629_wilayah1_semarang,Wilayah BANGKALA terletak di Indonesia ,wilayah bangkala terletak di indonesia 
rakagu_m_20201030_5630_wilayah1_semarang,Wilayah BANGKALA BARAT terletak di Indonesia ,wilayah bangkala barat terletak di indonesia 
rakagu_m_20201030_5631_wilayah1_semarang,Wilayah TAMALATEA terletak di Indonesia ,wilayah tamalatea terletak di indonesia 
rakagu_m_20201030_5632_wilayah1_semarang,Wilayah BONTORAMBA terletak di Indonesia ,wilayah bontoramba terletak di indonesia 
rakagu_m_20201030_5633_wilayah1_semarang,Wilayah BINAMU terletak di Indonesia ,wilayah binamu terletak di indonesia 
rakagu_m_20201030_5634_wilayah1_semarang,Wilayah TURATEA terletak di Indonesia ,wilayah turatea terletak di indonesia 
rakagu_m_20201030_5635_wilayah1_semarang,Wilayah BATANG terletak di Indonesia ,wilayah batang terletak di indonesia 
rakagu_m_20201030_5636_wilayah1_semarang,Wilayah TAROWANG terletak di Indonesia ,wilayah tarowang terletak di indonesia 
rakagu_m_20201030_5637_wilayah1_semarang,Wilayah KELARA terletak di Indonesia ,wilayah kelara terletak di indonesia 
rakagu_m_20201030_5638_wilayah1_semarang,Wilayah RUMBIA terletak di Indonesia ,wilayah rumbia terletak di indonesia 
rakagu_m_20201030_5639_wilayah1_semarang,Wilayah MANGARA BOMBANG terletak di Indonesia ,wilayah mangara bombang terletak di indonesia 
rakagu_m_20201030_5640_wilayah1_semarang,Wilayah MAPPAKASUNGGU terletak di Indonesia ,wilayah mappakasunggu terletak di indonesia 
rakagu_m_20201030_5641_wilayah1_semarang,Wilayah SANROBONE terletak di Indonesia ,wilayah sanrobone terletak di indonesia 
rakagu_m_20201030_5642_wilayah1_semarang,Wilayah POLOMBANGKENG SELATAN terletak di Indonesia ,wilayah polombangkeng selatan terletak di indonesia 
rakagu_m_20201030_5643_wilayah1_semarang,Wilayah PATTALLASSANG terletak di Indonesia ,wilayah pattallassang terletak di indonesia 
rakagu_m_20201030_5644_wilayah1_semarang,Wilayah POLOMBANGKENG UTARA terletak di Indonesia ,wilayah polombangkeng utara terletak di indonesia 
rakagu_m_20201030_5645_wilayah1_semarang,Wilayah GALESONG SELATAN terletak di Indonesia ,wilayah galesong selatan terletak di indonesia 
rakagu_m_20201030_5646_wilayah1_semarang,Wilayah GALESONG terletak di Indonesia ,wilayah galesong terletak di indonesia 
rakagu_m_20201030_5647_wilayah1_semarang,Wilayah GALESONG UTARA terletak di Indonesia ,wilayah galesong utara terletak di indonesia 
rakagu_m_20201030_5648_wilayah1_semarang,Wilayah BONTONOMPO terletak di Indonesia ,wilayah bontonompo terletak di indonesia 
rakagu_m_20201030_5649_wilayah1_semarang,Wilayah BONTONOMPO SELATAN terletak di Indonesia ,wilayah bontonompo selatan terletak di indonesia 
rakagu_m_20201030_5650_wilayah1_semarang,Wilayah BAJENG terletak di Indonesia ,wilayah bajeng terletak di indonesia 
rakagu_m_20201030_5651_wilayah1_semarang,Wilayah BAJENG BARAT terletak di Indonesia ,wilayah bajeng barat terletak di indonesia 
rakagu_m_20201030_5652_wilayah1_semarang,Wilayah PALLANGGA terletak di Indonesia ,wilayah pallangga terletak di indonesia 
rakagu_m_20201030_5653_wilayah1_semarang,Wilayah SOMBA OPU terletak di Indonesia ,wilayah somba opu terletak di indonesia 
rakagu_m_20201030_5654_wilayah1_semarang,Wilayah BONTOMARANNU terletak di Indonesia ,wilayah bontomarannu terletak di indonesia 
rakagu_m_20201030_5655_wilayah1_semarang,Wilayah PATTALLASSANG terletak di Indonesia ,wilayah pattallassang terletak di indonesia 
rakagu_m_20201030_5656_wilayah1_semarang,Wilayah PARANGLOE terletak di Indonesia ,wilayah parangloe terletak di indonesia 
rakagu_m_20201030_5657_wilayah1_semarang,Wilayah MANUJU terletak di Indonesia ,wilayah manuju terletak di indonesia 
rakagu_m_20201030_5658_wilayah1_semarang,Wilayah TINGGIMONCONG terletak di Indonesia ,wilayah tinggimoncong terletak di indonesia 
